ID рк,Тип рк,Артикул WB,Название,Дата,Просмотры,Клики,Заказы,Сумма трат,CPC,CTR
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-12,1354,46,0,496.80,10.80,3.40
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-13,2030,63,2,737.75,11.71,3.10
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-14,2131,69,1,815.65,11.82,3.24
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-15,2231,86,1,886.27,10.31,3.85
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-16,2630,93,1,1036.92,11.15,3.54
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-17,2785,89,1,1108.50,12.46,3.20
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-18,3570,67,1,1329.80,19.85,1.88
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-19,3802,86,4,1479.51,17.20,2.26
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-20,3695,77,2,1406.43,18.27,2.08
24391207,8,,Ю 0024NB2 Наушники черные2 АРК от 31.03.2025,2025-04-21,2845,67,1,1084.28,16.18,0.00
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-03-31,513,7,0,79.94,11.42,1.36
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-01,1156,21,1,254.41,12.11,1.82
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-02,2118,34,0,480.75,14.14,1.61
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-03,2242,28,0,507.38,18.12,1.25
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-04,2023,39,0,456.67,11.71,1.93
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-05,2260,31,0,509.25,16.43,1.37
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-06,2851,44,0,632.62,14.38,1.54
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-07,2017,41,1,451.37,11.01,2.03
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-08,1704,32,0,371.68,11.62,1.88
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-09,1514,20,0,319.70,15.99,1.32
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-10,1134,24,0,243.67,10.15,2.12
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-11,1210,20,0,267.42,13.37,1.65
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-12,1985,29,0,444.01,15.31,1.46
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-13,826,16,0,183.80,11.49,1.94
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-14,813,20,1,199.87,9.99,2.46
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-15,338,6,0,66.16,11.03,1.78
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-16,295,3,0,50.20,16.73,1.02
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-17,334,4,0,55.57,13.89,1.20
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-18,537,6,1,78.40,13.07,1.12
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-19,1109,11,0,150.88,13.72,0.99
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-20,884,16,0,135.17,8.45,1.81
24391538,8,,0004TKB Кружка/зарядка АРК от 31.03.2025,2025-04-21,664,4,0,108.95,27.24,0.00
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-03-31,119,7,0,17.97,2.57,5.88
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-01,420,14,1,62.04,4.43,3.33
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-02,784,18,1,170.12,9.45,2.30
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-03,1064,25,1,331.98,13.28,2.35
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-04,1159,32,0,369.20,11.54,2.76
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-05,1515,34,0,474.09,13.94,2.24
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-06,1620,39,0,505.41,12.96,2.41
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-07,1577,37,1,511.49,13.82,2.35
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-08,1590,30,2,517.78,17.26,1.89
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-09,2127,62,2,700.03,11.29,2.91
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-10,1968,43,4,610.97,14.21,2.18
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-11,239,5,0,67.18,13.44,2.09
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-12,557,11,1,110.10,10.01,1.97
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-13,2938,44,0,593.10,13.48,1.50
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-14,818,6,0,161.59,26.93,0.73
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-15,15,2,0,1.65,0.83,13.33
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-16,6,0,0,0.61,0.00,0.00
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-17,4,1,0,0.51,0.51,25.00
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-18,5,0,0,1.02,0.00,0.00
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-19,3,1,0,0.55,0.55,33.33
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-20,2,0,0,0.21,0.00,0.00
24391123,8,,0024NB1 наушники черные1 АРК от 31.03.2025,2025-04-21,3,0,0,0.37,0.00,0.00
22541247,8,,Пылесос 120W АРК от 13.01.2025,2025-04-06,1,0,0,0.12,0.00,0.00
22538045,8,,Зарядка АРК от 13.01.2025,2025-03-31,3298,80,0,192.46,2.41,2.43
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-01,7558,141,1,456.53,3.24,1.87
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-02,5575,108,0,318.01,2.94,1.94
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-03,2964,67,0,180.89,2.70,2.26
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-04,1244,24,1,75.43,3.14,1.93
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-05,720,19,0,43.76,2.30,2.64
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-06,2651,33,1,170.77,5.17,1.24
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-07,1610,21,0,99.92,4.76,1.30
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-08,195,4,0,10.55,2.64,2.05
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-09,128,2,0,6.75,3.38,1.56
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-10,110,1,0,5.88,5.88,0.91
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-11,92,2,0,5.31,2.66,2.17
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-12,78,2,0,4.50,2.25,2.56
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-13,75,4,0,4.40,1.10,5.33
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-14,5356,101,0,306.08,3.03,1.89
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-15,4341,72,0,243.21,3.38,1.66
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-16,619,12,0,30.35,2.53,1.94
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-17,242,6,0,12.16,2.03,2.48
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-18,150,7,0,7.74,1.11,4.67
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-19,1192,20,0,76.46,3.82,1.68
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-20,1762,37,0,104.93,2.84,2.10
22538045,8,,Зарядка АРК от 13.01.2025,2025-04-21,215,6,0,11.02,1.84,0.00
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-03-31,2007,78,0,315.91,4.05,3.89
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-01,2078,125,0,363.51,2.91,6.02
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-02,1986,102,1,343.12,3.36,5.14
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-03,2130,107,1,363.37,3.40,5.02
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-04,1734,85,0,287.11,3.38,4.90
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-05,1885,95,0,316.97,3.34,5.04
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-06,1941,90,0,320.83,3.56,4.64
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-07,1480,59,1,245.72,4.16,3.99
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-08,1534,85,0,259.96,3.06,5.54
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-09,1544,89,1,259.35,2.91,5.76
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-10,1573,70,0,253.90,3.63,4.45
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-11,1297,58,2,211.38,3.64,4.47
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-12,1496,80,4,243.81,3.05,5.35
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-13,1475,74,2,241.59,3.26,5.02
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-14,1539,80,0,247.55,3.09,5.20
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-15,2238,100,0,362.16,3.62,4.47
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-16,2190,119,2,370.54,3.11,5.43
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-17,1736,89,1,281.65,3.16,5.13
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-18,1902,100,1,309.77,3.10,5.26
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-19,2021,96,2,332.08,3.46,4.75
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-20,2390,88,0,383.83,4.36,3.68
22429112,8,,Ю Наушники бежевые АРК 06.01.2025,2025-04-21,1315,66,3,212.74,3.22,0.01
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-03-31,1272,50,0,143.75,2.88,3.93
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-01,1184,45,0,127.75,2.84,3.80
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-02,1331,41,0,147.21,3.59,3.08
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-03,1246,29,0,137.52,4.74,2.33
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-04,1148,26,1,126.79,4.88,2.26
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-05,1267,29,0,142.36,4.91,2.29
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-06,569,11,0,61.12,5.56,1.93
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-07,5,0,0,0.22,0.00,0.00
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-08,1,0,0,0.04,0.00,0.00
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-09,2,0,0,0.09,0.00,0.00
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-11,1,0,0,0.04,0.00,0.00
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-14,1,0,0,0.04,0.00,0.00
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-17,1,0,0,0.04,0.00,0.00
22535936,8,,Ю Кружка 2 Арк от 13.01.2025,2025-04-21,1,0,0,0.04,0.00,0.00
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-03-31,329,22,0,496.79,22.58,6.69
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-01,68,4,0,102.68,25.67,5.88
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-02,287,19,1,433.37,22.81,6.62
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-03,759,52,5,999.89,19.23,6.85
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-04,564,49,8,770.24,15.72,8.69
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-05,516,29,2,680.91,23.48,5.62
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-06,1330,61,3,2593.70,42.52,4.59
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-07,1539,58,3,2643.19,45.57,3.77
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-08,1714,79,3,2449.64,31.01,4.61
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-09,1840,89,3,2594.40,29.15,4.84
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-10,2053,115,7,2893.88,25.16,5.60
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-11,2151,120,8,3970.56,33.09,5.58
22370542,9,,Переходник 5в1 поиск от 30.12.2024,2025-04-12,259,22,2,532.89,24.22,0.01
24831988,8,,0012GEN44(2) Разветвитель АРК 16.04.2025,2025-04-16,292,3,0,36.02,12.01,1.03
24831988,8,,0012GEN44(2) Разветвитель АРК 16.04.2025,2025-04-17,546,7,0,156.12,22.30,1.28
24831988,8,,0012GEN44(2) Разветвитель АРК 16.04.2025,2025-04-18,573,4,0,167.46,41.87,0.70
24831988,8,,0012GEN44(2) Разветвитель АРК 16.04.2025,2025-04-19,684,7,0,194.57,27.80,1.02
24831988,8,,0012GEN44(2) Разветвитель АРК 16.04.2025,2025-04-20,685,6,0,192.06,32.01,0.88
24831988,8,,0012GEN44(2) Разветвитель АРК 16.04.2025,2025-04-21,489,4,0,111.85,27.96,0.00
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-03-31,665,19,0,408.95,21.52,2.86
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-01,645,16,0,395.73,24.73,2.48
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-02,550,21,1,293.98,14.00,3.82
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-03,997,32,1,483.11,15.10,3.21
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-04,962,25,0,454.89,18.20,2.60
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-05,1206,38,1,567.68,14.94,3.15
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-06,2499,61,1,1264.50,20.73,2.44
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-07,2680,63,0,1354.73,21.50,2.35
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-08,2691,39,0,1343.45,34.45,1.45
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-09,2641,69,0,1312.40,19.02,2.61
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-10,1337,38,0,595.94,15.68,2.84
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-11,699,13,0,281.24,21.63,1.86
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-12,649,14,0,256.16,18.30,2.16
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-13,752,24,1,305.62,12.73,3.19
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-14,985,30,0,414.44,13.81,3.05
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-15,2292,50,1,1238.97,24.78,2.18
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-16,2550,52,2,1414.38,27.20,2.04
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-17,1264,29,1,613.59,21.16,2.29
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-18,969,26,0,397.79,15.30,2.68
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-19,913,20,0,371.10,18.56,2.19
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-20,1131,37,1,464.21,12.55,3.27
24051650,8,,Ю 0027ZVPM1 зарядка М1 АРК 18.03.2025,2025-04-21,1269,29,0,524.30,18.08,0.00
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-03-31,1474,18,1,376.12,20.90,1.22
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-01,1711,20,0,475.84,23.79,1.17
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-02,2175,27,0,611.19,22.64,1.24
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-03,2604,45,0,628.57,13.97,1.73
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-04,1901,27,0,445.83,16.51,1.42
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-05,2844,44,1,608.76,13.84,1.55
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-06,3098,50,0,686.32,13.73,1.61
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-07,2753,53,1,618.13,11.66,1.93
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-08,3474,79,3,880.14,11.14,2.27
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-09,3985,98,1,1015.12,10.36,2.46
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-10,2724,40,0,642.36,16.06,1.47
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-11,3198,56,0,746.63,13.33,1.75
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-12,3024,34,2,722.99,21.26,1.12
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-13,28,0,0,3.40,0.00,0.00
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-14,3890,39,0,924.30,23.70,1.00
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-15,4279,58,1,972.59,16.77,1.36
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-16,4763,44,0,1035.17,23.53,0.92
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-17,3394,46,1,610.48,13.27,1.36
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-18,2504,27,0,381.31,14.12,1.08
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-19,2981,33,0,443.95,13.45,1.11
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-20,2908,44,0,434.67,9.88,1.51
24204271,8,,0032ZMKPM3 зеркало АРК от 24.03.2025,2025-04-21,2045,30,0,286.28,9.54,0.00
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-03-31,217,4,0,61.66,15.42,1.84
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-01,274,3,0,78.00,26.00,1.09
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-02,399,6,0,132.33,22.06,1.50
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-03,610,8,0,187.53,23.44,1.31
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-04,571,4,0,213.47,53.37,0.70
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-05,782,20,1,309.00,15.45,2.56
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-06,1052,17,0,433.64,25.51,1.62
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-07,712,8,1,298.22,37.28,1.12
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-08,650,11,1,275.99,25.09,1.69
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-09,609,12,1,262.54,21.88,1.97
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-10,803,13,1,392.67,30.21,1.62
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-11,869,8,0,448.81,56.10,0.92
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-12,1341,14,1,692.77,49.48,1.04
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-13,1788,28,0,928.06,33.15,1.57
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-14,1733,25,0,881.97,35.28,1.44
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-15,1217,9,0,603.13,67.01,0.74
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-16,980,18,0,484.16,26.90,1.84
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-17,679,19,1,313.32,16.49,2.80
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-18,659,12,0,286.63,23.89,1.82
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-19,524,16,1,233.28,14.58,3.05
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-20,847,7,0,388.52,55.50,0.83
24391807,8,,Ю 0027ZVPM3 Автозаряд М3 АРК от 31.03.2025,2025-04-21,1214,20,1,572.64,28.63,0.00
24902396,8,,0012GEN42(2) разветвитель АРК от 18.04.2025,2025-04-18,13,0,0,1.75,0.00,0.00
24902396,8,,0012GEN42(2) разветвитель АРК от 18.04.2025,2025-04-19,45,1,0,6.67,6.67,2.22
24902396,8,,0012GEN42(2) разветвитель АРК от 18.04.2025,2025-04-20,55,0,0,8.12,0.00,0.00
24902396,8,,0012GEN42(2) разветвитель АРК от 18.04.2025,2025-04-21,57,2,0,8.47,4.24,0.00
24862428,8,,0036FRS фонарь АРК от 17.04.2025,2025-04-17,223,0,0,55.21,0.00,0.00
24862428,8,,0036FRS фонарь АРК от 17.04.2025,2025-04-18,178,0,0,43.73,0.00,0.00
24862428,8,,0036FRS фонарь АРК от 17.04.2025,2025-04-19,397,5,0,91.69,18.34,1.26
24862428,8,,0036FRS фонарь АРК от 17.04.2025,2025-04-20,324,1,0,72.93,72.93,0.31
24862428,8,,0036FRS фонарь АРК от 17.04.2025,2025-04-21,199,5,2,31.12,6.22,0.00
24833288,8,,0036FRB фонарь АРК от 16.04.2025,2025-04-16,43,3,0,4.41,1.47,6.98
24833288,8,,0036FRB фонарь АРК от 16.04.2025,2025-04-17,460,6,0,112.81,18.80,1.30
24833288,8,,0036FRB фонарь АРК от 16.04.2025,2025-04-18,649,6,0,153.03,25.51,0.92
24833288,8,,0036FRB фонарь АРК от 16.04.2025,2025-04-19,778,12,0,183.29,15.27,1.54
24833288,8,,0036FRB фонарь АРК от 16.04.2025,2025-04-20,697,8,0,170.96,21.37,1.15
24833288,8,,0036FRB фонарь АРК от 16.04.2025,2025-04-21,219,3,1,45.83,15.28,0.00
24833225,8,,0036FRZ фонарь АРК от 16.04.2025,2025-04-16,76,1,0,7.85,7.85,1.32
24833225,8,,0036FRZ фонарь АРК от 16.04.2025,2025-04-17,415,4,0,101.13,25.28,0.96
24833225,8,,0036FRZ фонарь АРК от 16.04.2025,2025-04-18,536,4,0,132.64,33.16,0.75
24833225,8,,0036FRZ фонарь АРК от 16.04.2025,2025-04-19,841,9,0,206.48,22.94,1.07
24833225,8,,0036FRZ фонарь АРК от 16.04.2025,2025-04-20,590,5,0,143.86,28.77,0.85
24833225,8,,0036FRZ фонарь АРК от 16.04.2025,2025-04-21,214,3,1,46.54,15.51,0.00
24833162,8,,0036FRBR фонарь АРК от 16.04.2025,2025-04-16,112,2,0,12.05,6.03,1.79
24833162,8,,0036FRBR фонарь АРК от 16.04.2025,2025-04-17,125,1,0,13.62,13.62,0.80
24833162,8,,0036FRBR фонарь АРК от 16.04.2025,2025-04-18,129,2,0,13.83,6.92,1.55
24833162,8,,0036FRBR фонарь АРК от 16.04.2025,2025-04-19,189,6,0,19.99,3.33,3.17
24833162,8,,0036FRBR фонарь АРК от 16.04.2025,2025-04-20,179,3,0,18.78,6.26,1.68
24833162,8,,0036FRBR фонарь АРК от 16.04.2025,2025-04-21,149,0,0,15.98,0.00,0.00
24833111,8,,0036FRL фонарь АРК от 16.04.2025,2025-04-16,81,2,0,8.44,4.22,2.47
24833111,8,,0036FRL фонарь АРК от 16.04.2025,2025-04-17,600,12,0,147.11,12.26,2.00
24833111,8,,0036FRL фонарь АРК от 16.04.2025,2025-04-18,355,5,0,87.28,17.46,1.41
24833111,8,,0036FRL фонарь АРК от 16.04.2025,2025-04-19,235,1,0,57.17,57.17,0.43
24833111,8,,0036FRL фонарь АРК от 16.04.2025,2025-04-20,300,2,0,70.64,35.32,0.67
24833111,8,,0036FRL фонарь АРК от 16.04.2025,2025-04-21,252,6,1,59.08,9.85,0.00
24833030,8,,0011LN светильник АРК от 16.04.2025,2025-04-16,245,1,0,32.87,32.87,0.41
24833030,8,,0011LN светильник АРК от 16.04.2025,2025-04-17,714,4,0,171.18,42.80,0.56
24833030,8,,0011LN светильник АРК от 16.04.2025,2025-04-18,786,11,0,194.25,17.66,1.40
24833030,8,,0011LN светильник АРК от 16.04.2025,2025-04-19,657,10,1,162.61,16.26,1.52
24833030,8,,0011LN светильник АРК от 16.04.2025,2025-04-20,934,11,0,231.20,21.02,1.18
24833030,8,,0011LN светильник АРК от 16.04.2025,2025-04-21,581,7,1,118.70,16.96,0.00
24832976,8,,0035S сумка АРК от 16.04.2025,2025-04-16,161,4,0,18.54,4.64,2.48
24832976,8,,0035S сумка АРК от 16.04.2025,2025-04-17,2382,27,1,582.97,21.59,1.13
24832976,8,,0035S сумка АРК от 16.04.2025,2025-04-18,3716,49,1,922.56,18.83,1.32
24832976,8,,0035S сумка АРК от 16.04.2025,2025-04-19,4126,63,1,1024.06,16.25,1.53
24832976,8,,0035S сумка АРК от 16.04.2025,2025-04-20,7945,93,4,1979.48,21.28,1.17
24832976,8,,0035S сумка АРК от 16.04.2025,2025-04-21,2849,44,3,610.85,13.88,0.00
